GDLIN,OBRAT,BLACK,HISPAN,LOANPRC,fit,se.fit
0,32.35767478813559,1,0,2.105,0.34786254309372744,0.11745982499647104
0,32.35767478813559,1,0,3.093838383838384,0.34501340864769503,0.11600603350287719
0,32.35767478813559,1,0,4.082676767676768,0.34217303401372023,0.11455609263018314
0,32.35767478813559,1,0,5.071515151515152,0.339341561061161,0.11311028307828835
0,32.35767478813559,1,0,6.060353535353535,0.3365191301551158,0.11166888511126788
0,32.35767478813559,1,0,7.0491919191919195,0.33370588013611957,0.11023217854902898
0,32.35767478813559,1,0,8.038030303030304,0.33090194830026753,0.10880044276155704
0,32.35767478813559,1,0,9.026868686868687,0.32810747037977184,0.1073739566657844
0,32.35767478813559,1,0,10.015707070707071,0.325322580523954,0.10595299872510779
0,32.35767478813559,1,0,11.004545454545456,0.32254741128067943,0.10453784695157275
0,32.35767478813559,1,0,11.993383838383838,0.3197820935782353,0.10312877891073455
0,32.35767478813559,1,0,12.982222222222223,0.3170267567076589,0.10172607172919335
0,32.35767478813559,1,0,13.971060606060608,0.31428152830551714,0.10033000210479086
0,32.35767478813559,1,0,14.95989898989899,0.3115465343371425,0.09894084631944046
0,32.35767478813559,1,0,15.948737373737375,0.3088218990803282,0.097558880254548
0,32.35767478813559,1,0,16.937575757575758,0.3061077451094858,0.09618437940896273
0,32.35767478813559,1,0,17.926414141414142,0.30340419328026835,0.094817618919377
0,32.35767478813559,1,0,18.915252525252527,0.3007113627146612,0.09345887358307131
0,32.35767478813559,1,0,19.90409090909091,0.29802937078654435,0.09210841788287519
0,32.35767478813559,1,0,20.892929292929292,0.29535833310772763,0.09076652601418615
0,32.35767478813559,1,0,21.881767676767677,0.2926983635144612,0.08943347191385598
0,32.35767478813559,1,0,22.87060606060606,0.2900495740544243,0.08810952929071832
0,32.35767478813559,1,0,23.859444444444446,0.28741207497419297,0.08679497165749046
0,32.35767478813559,1,0,24.84828282828283,0.2847859747071893,0.08549007236373772
0,32.35767478813559,1,0,25.837121212121215,0.28217137986211305,0.08419510462953905
0,32.35767478813559,1,0,26.825959595959596,0.27956839521185806,0.08291034157943684
0,32.35767478813559,1,0,27.81479797979798,0.2769771236829137,0.08163605627619278
0,32.35767478813559,1,0,28.803636363636365,0.2743976663452522,0.08037252175380437
0,32.35767478813559,1,0,29.79247474747475,0.271830122402704,0.07912001104916211
0,32.35767478813559,1,0,30.781313131313134,0.2692745891838204,0.07787879723164641
0,32.35767478813559,1,0,31.770151515151515,0.2667311621332249,0.07664915342987327
0,32.35767478813559,1,0,32.758989898989896,0.26419993480345244,0.07543135285470158
0,32.35767478813559,1,0,33.74782828282828,0.26168099884727836,0.07422566881750904
0,32.35767478813559,1,0,34.736666666666665,0.2591744440105358,0.07303237474262904
0,32.35767478813559,1,0,35.72550505050505,0.25668035812542045,0.07185174417271842
0,32.35767478813559,1,0,36.714343434343434,0.2541988271042853,0.0706840507656935
0,32.35767478813559,1,0,37.70318181818182,0.25172993493392126,0.06952956828173139
0,32.35767478813559,1,0,38.6920202020202,0.24927376367032572,0.06838857055868315
0,32.35767478813559,1,0,39.68085858585858,0.24683039343395602,0.06726133147408928
0,32.35767478813559,1,0,40.669696969696965,0.2443999024054683,0.06614812489182124
0,32.35767478813559,1,0,41.65853535353535,0.2419823668219399,0.06504922459120376
0,32.35767478813559,1,0,42.647373737373734,0.2395778609735737,0.06396490417629487
0,32.35767478813559,1,0,43.63621212121212,0.2371864572008826,0.06289543696282485
0,32.35767478813559,1,0,44.6250505050505,0.23480822589235406,0.06184109584011476
0,32.35767478813559,1,0,45.61388888888889,0.23244323548259002,0.060802153105122596
0,32.35767478813559,1,0,46.60272727272727,0.23009155245092303,0.05977888026559589
0,32.35767478813559,1,0,47.591565656565656,0.22775324132050379,0.0587715478091553
0,32.35767478813559,1,0,48.58040404040404,0.2254283646578602,0.057780424934994995
0,32.35767478813559,1,0,49.569242424242425,0.22311698307292294,0.05680577924477245
0,32.35767478813559,1,0,50.5580808080808,0.22081915521951723,0.05584787638917821
0,32.35767478813559,1,0,51.54691919191919,0.21853493779631564,0.054906979666634215
0,32.35767478813559,1,0,52.53575757575757,0.21626438554825153,0.05398334957057834
0,32.35767478813559,1,0,53.524595959595956,0.21400755126838703,0.05307724328186009
0,32.35767478813559,1,0,54.51343434343434,0.21176448580023532,0.052188914102914125
0,32.35767478813559,1,0,55.502272727272725,0.20953523804053123,0.05131861083060102
0,32.35767478813559,1,0,56.49111111111111,0.20731985494244856,0.050466577064925584
0,32.35767478813559,1,0,57.479949494949494,0.20511838151925887,0.04963305045127127
0,32.35767478813559,1,0,58.46878787878788,0.2029308608484294,0.048818261854338935
0,32.35767478813559,1,0,59.45762626262626,0.20075733407615456,0.04802243446265932
0,32.35767478813559,1,0,60.44646464646464,0.1985978404223184,0.047245782823371094
0,32.35767478813559,1,0,61.435303030303025,0.19645241718588305,0.04648851180792773
0,32.35767478813559,1,0,62.42414141414141,0.19432109975069842,0.04575081551051998
0,32.35767478813559,1,0,63.412979797979794,0.19220392159173028,0.04503287608227596
0,32.35767478813559,1,0,64.40181818181819,0.1901009142816997,0.04433486250572321
0,32.35767478813559,1,0,65.39065656565657,0.18801210749813188,0.04365692931555348
0,32.35767478813559,1,0,66.37949494949495,0.18593752903080704,0.04299921527340354
0,32.35767478813559,1,0,67.36833333333334,0.18387720478961042,0.0423618420061264
0,32.35767478813559,1,0,68.35717171717172,0.18183115881277515,0.04174491261884297
0,32.35767478813559,1,0,69.34601010101011,0.17979941327551321,0.04114851029588971
