GDLIN,OBRAT,BLACK,HISPAN,LOANPRC,fit,se.fit,residual.scale,UL,LL,PredictedProb
0,32.38381845841785,1,0,2.105,-0.3217733709996852,0.49756967992563567,1,0.6577904623402407,0.21466866862122955,0.4202436246498394
0,32.38381845841785,1,0,4.681141414141414,-0.3644991736587568,0.4865939940879211,1,0.6431873175224527,0.21111402493316156,0.4098708808431355
0,32.38381845841785,1,0,7.257282828282827,-0.40722497631782834,0.4757214110245606,1,0.6283603228305188,0.20756944069827588,0.399577706056841
0,32.38381845841785,1,0,9.833424242424242,-0.4499507789768999,0.46495916364299006,1,0.6133389338086243,0.20403385140409622,0.38937246885376453
0,32.38381845841785,1,0,12.409565656565656,-0.4926765816359715,0.45431509322011915,1,0.5981544052185308,0.20050611088538953,0.3792632364355946
0,32.38381845841785,1,0,14.98570707070707,-0.535402384295043,0.44379770292696313,1,0.5828395741565001,0.19698498860829905,0.3692577515160473
0,32.38381845841785,1,0,17.561848484848483,-0.5781281869541146,0.4334162150202959,1,0.5674286165620346,0.19346916746230022,0.3593634114548946
0,32.38381845841785,1,0,20.137989898989897,-0.6208539896131862,0.4231806315102531,1,0.5519567807450351,0.18995724228079683,0.3495872497464068
0,32.38381845841785,1,0,22.71413131313131,-0.6635797922722577,0.4131017979287195,1,0.5364601021706108,0.1864477193675327,0.3399359199293493
0,32.38381845841785,1,0,25.290272727272725,-0.7063055949313293,0.40319146958001406,1,0.5209751042173008,0.18293901737274754,0.3304156819594308
0,32.38381845841785,1,0,27.86641414141414,-0.7490313975904008,0.39346237933996814,1,0.5055384899390217,0.1794294699407564,0.3210323910594273
0,32.38381845841785,1,0,30.442555555555554,-0.7917572002494724,0.3839283056682242,1,0.4901868299952034,0.1759173306392779,0.31179148903746223
0,32.38381845841785,1,0,33.01869696969696,-0.8344830029085439,0.37460413899782885,1,0.47495625185797596,0.17240078077917675,0.302697998040461
0,32.38381845841785,1,0,35.59483838383838,-0.8772088055676155,0.36550594405421466,1,0.4598821351610004,0.16887794083838717,0.2937565166879027
0,32.38381845841785,1,0,38.17097979797979,-0.919934608226687,0.3566510149253015,1,0.4449988176339494,0.16534688631021557,0.2849712185109137
0,32.38381845841785,1,0,40.74712121212121,-0.9626604108857587,0.348057918857134,1,0.43033931549387905,0.16180566889511047,0.2763458526036845
0,32.38381845841785,1,0,43.32326262626262,-1.0053862135448302,0.3397465238007562,1,0.415935061475733,0.1582523440329427,0.267883746378289
0,32.38381845841785,1,0,45.89940404040403,-1.0481120162039017,0.3317380037226111,1,0.40181566292624005,0.1546850058108915,0.25958781030034606
0,32.38381845841785,1,0,48.47554545454545,-1.0908378188629733,0.3240548146790219,1,0.38800868161615204,0.15110183025484653,0.25146054447162847
0,32.38381845841785,1,0,51.05168686868686,-1.1335636215220448,0.31672063375011456,1,0.3745394362111297,0.14750112788797567,0.24350404691670727
0,32.38381845841785,1,0,53.627828282828276,-1.1762894241811166,0.30976025228088894,1,0.36143082775297614,0.14388140618160267,0.2357200234239748
0,32.38381845841785,1,0,56.203969696969686,-1.219015226840188,0.30319941468741746,1,0.34870318811187073,0.14024144209145875,0.22810979878685098
0,32.38381845841785,1,0,58.780111111111104,-1.2617410294992597,0.29706459459870327,1,0.3363741512408818,0.13658036423129002,0.22067432928852496
0,32.38381845841785,1,0,61.356252525252515,-1.304466832158331,0.2913827015885091,1,0.3244585472423193,0.13289774336368293,0.21341421627310384
0,32.38381845841785,1,0,63.932393939393926,-1.3471926348174026,0.28618071446128435,1,0.3129683197554864,0.12919368878907175,0.20632972064735114
0,32.38381845841785,1,0,66.50853535353535,-1.3899184374764744,0.2814852411721634,1,0.30191246796399035,0.1254689469337556,0.19942077816015386
0,32.38381845841785,1,0,69.08467676767677,-1.432644240135546,0.27732201100806553,1,0.29129701550370757,0.12172499707708227,0.19268701531125196
0,32.38381845841785,1,0,71.66081818181817,-1.4753700427946175,0.27371531141861816,1,0.2811250095671807,0.11796413788026196,0.1861277657464261
0,32.38381845841785,1,0,74.23695959595959,-1.518095845453689,0.2706873893332517,1,0.27139655432173626,0.11418955740548707,0.17974208700306576
0,32.38381845841785,1,0,76.81310101010101,-1.5608216481127606,0.26825784407308295,1,0.26210888312500336,0.11040537889806169,0.17352877747764414
0,32.38381845841785,1,0,79.38924242424243,-1.6035474507718324,0.2664430449327818,1,0.25325647368088694,0.106616674986873,0.16748639349492622
0,32.38381845841785,1,0,81.96538383838383,-1.6462732534309037,0.265255609936893,1,0.24483120905337455,0.10282944430456498,0.1616132663675533
0,32.38381845841785,1,0,84.54152525252525,-1.6889990560899752,0.26470398209426443,1,0.2368225853071263,0.09905054686152527,0.15590751934381494
0,32.38381845841785,1,0,87.11766666666666,-1.731724858749047,0.264792135067783,1,0.22921796362250388,0.09528759766267866,0.1503670843507927
0,32.38381845841785,1,0,89.69380808080807,-1.7744506614081184,0.26551943163274544,1,0.22200286138156344,0.09154882167576213,0.1449897184494868
0,32.38381845841785,1,0,92.26994949494949,-1.81717646406719,0.2668806465051825,1,0.2151612734275932,0.08784287684390776,0.1397730199279077
0,32.38381845841785,1,0,94.8460909090909,-1.8599022667262617,0.26886615165747246,1,0.208676011996448,0.08417865483959452,0.13471444396731128
0,32.38381845841785,1,0,97.42223232323232,-1.9026280693853332,0.2714622490491092,1,0.20252905215882125,0.08056507121547521,0.12981131782568617
0,32.38381845841785,1,0,99.99837373737373,-1.9453538720444046,0.27465162467047055,1,0.19670186926940564,0.07701085724101855,0.1250608554911904
