GDLIN,OBRAT,BLACK,HISPAN,LOANPRC,fit,se.fit
0,0,1,0,75.44244799788136,0.31626084246966435,0.09037731726969868
0,1,1,0,75.44244799788136,0.31095043247740106,0.08809968719944715
0,2,1,0,75.44244799788136,0.30567910152273514,0.08584769135620839
0,3,1,0,75.44244799788136,0.3004477356705487,0.08362309931577988
0,4,1,0,75.44244799788136,0.2952571964077546,0.08142767144749315
0,5,1,0,75.44244799788136,0.2901083202549168,0.07926315838504672
0,6,1,0,75.44244799788136,0.28500191840321215,0.07713130039968945
0,7,1,0,75.44244799788136,0.27993877637693987,0.07503382663248705
0,8,1,0,75.44244799788136,0.2749196537217442,0.07297245413433096
0,9,1,0,75.44244799788136,0.26994528371868864,0.07094888665340256
0,10,1,0,75.44244799788136,0.2650163731242738,0.06896481310006072
0,11,1,0,75.44244799788136,0.2601336019364644,0.06702190560873596
0,12,1,0,75.44244799788136,0.2552976231867508,0.06512181710565897
0,13,1,0,75.44244799788136,0.2505090627582356,0.06326617828053344
0,14,1,0,75.44244799788136,0.24576851922970247,0.06145659385018015
0,15,1,0,75.44244799788136,0.24107656374558967,0.05969463799353506
0,16,1,0,75.44244799788136,0.236433739911756,0.057981848831247206
0,17,1,0,75.44244799788136,0.23184056371689424,0.056319721820832405
0,18,1,0,75.44244799788136,0.22729752347941323,0.05470970194152628
0,19,1,0,75.44244799788136,0.22280507981958073,0.05315317455353814
0,20,1,0,75.44244799788136,0.21836366565668142,0.051651454836419815
0,21,1,0,75.44244799788136,0.2139736862309216,0.050205775742881584
0,22,1,0,75.44244799788136,0.20963551914977438,0.0488172744496055
0,23,1,0,75.44244799788136,0.20534951445843524,0.047486977346982984
0,24,1,0,75.44244799788136,0.2011159947340276,0.046215783685956816
0,25,1,0,75.44244799788136,0.19693525520316918,0.04500444809171885
0,26,1,0,75.44244799788136,0.19280756388248615,0.043853562258586304
0,27,1,0,75.44244799788136,0.18873316174163401,0.0427635362534535
0,28,1,0,75.44244799788136,0.18471226288836043,0.04173457996986255
0,29,1,0,75.44244799788136,0.18074505477512282,0.04076668538160489
0,30,1,0,75.44244799788136,0.1768316984267483,0.03985961033253143
0,31,1,0,75.44244799788136,0.1729723286886054,0.03901286465552027
0,32,1,0,75.44244799788136,0.16916705449473302,0.0382256994262989
0,33,1,0,75.44244799788136,0.16541595915535734,0.03749710011716599
0,34,1,0,75.44244799788136,0.1617191006632048,0.03682578431582082
0,35,1,0,75.44244799788136,0.15807651201800577,0.03621020451549854
0,36,1,0,75.44244799788136,0.15448820156856627,0.03564855627130851
0,37,1,0,75.44244799788136,0.15095415337177095,0.03513879176790324
0,38,1,0,75.44244799788136,0.1474743275678677,0.03467863857501587
0,39,1,0,75.44244799788136,0.14404866077137146,0.034265623103208055
0,40,1,0,75.44244799788136,0.14067706647691397,0.03389709803610718
0,41,1,0,75.44244799788136,0.13735943547935842,0.03357027282845044
0,42,1,0,75.44244799788136,0.13409563630748614,0.0332822462367167
0,43,1,0,75.44244799788136,0.13088551567055834,0.0330300397987791
0,44,1,0,75.44244799788136,0.12772889891704847,0.032810631200438915
0,45,1,0,75.44244799788136,0.12462559050483588,0.032620986552044665
0,46,1,0,75.44244799788136,0.12157537448214886,0.03245809073412773
0,47,1,0,75.44244799788136,0.11857801497854117,0.03231897514030519
0,48,1,0,75.44244799788136,0.11563325670518546,0.0322007423310706
0,49,1,0,75.44244799788136,0.11274082546376864,0.03210058729738648
0,50,1,0,75.44244799788136,0.10990042866327168,0.03201581520504878
0,51,1,0,75.44244799788136,0.10711175584392038,0.031943855640240375
0,52,1,0,75.44244799788136,0.10437447920759857,0.0318822734980693
0,53,1,0,75.44244799788136,0.10168825415401489,0.031828776747283224
0,54,1,0,75.44244799788136,0.09905271982192332,0.03178122136668257
0,55,1,0,75.44244799788136,0.09646749963470273,0.031737613784931035
0,56,1,0,75.44244799788136,0.0939322018496069,0.03169611116958195
0,57,1,0,75.44244799788136,0.09144642011000571,0.03165501990777756
0,58,1,0,75.44244799788136,0.08900973399994633,0.03161279260477145
0,59,1,0,75.44244799788136,0.08662170960037463,0.03156802390129637
0,60,1,0,75.44244799788136,0.08428190004636502,0.03151944538037451
0,61,1,0,75.44244799788136,0.08198984608472154,0.03146591980127946
0,62,1,0,75.44244799788136,0.07974507663132244,0.03140643486516517
0,63,1,0,75.44244799788136,0.07754710932759641,0.03134009668492091
0,64,1,0,75.44244799788136,0.07539545109552882,0.031266123102111826
0,65,1,0,75.44244799788136,0.07328959869061394,0.031183836967021965
0,66,1,0,75.44244799788136,0.07122903925218246,0.03109265947410797
0,67,1,0,75.44244799788136,0.06921325085054847,0.03099210362463867
0,68,1,0,75.44244799788136,0.06724170303043797,0.030881767870822047
0,69,1,0,75.44244799788136,0.06531385735017592,0.03076132998108469
0,70,1,0,75.44244799788136,0.0634291679161267,0.030630541154093933
0,71,1,0,75.44244799788136,0.06158708191190009,0.030489220399297554
0,72,1,0,75.44244799788136,0.05978704012185165,0.03033724919389776
0,73,1,0,75.44244799788136,0.058028477448427235,0.030174566419986615
0,74,1,0,75.44244799788136,0.0563108234229158,0.03000116358078161
0,75,1,0,75.44244799788136,0.054633502709197306,0.029817080291276447
0,76,1,0,75.44244799788136,0.05299593560008806,0.029622400035950264
0,77,1,0,75.44244799788136,0.05139753850590792,0.02941724618428123
0,78,1,0,75.44244799788136,0.049837724434910254,0.029201778253529195
0,79,1,0,75.44244799788136,0.048315903465236336,0.02897618840746206
0,80,1,0,75.44244799788136,0.046831483208075744,0.028740698179290283
0,81,1,0,75.44244799788136,0.045383869261731796,0.028495555406956433
