GDLIN,OBRAT,BLACK,HISPAN,MARRIED,LOANPRC,fit,se.fit
0,32.35767478813559,1,0,0,2.105,0.2944336403484923,0.11234970158917446
0,32.35767478813559,1,0,0,3.093838383838384,0.29183336606469457,0.11087845093865385
0,32.35767478813559,1,0,0,4.082676767676768,0.28924384057815855,0.10941411182909717
0,32.35767478813559,1,0,0,5.071515151515152,0.2866651667796998,0.107956919715757
0,32.35767478813559,1,0,0,6.060353535353535,0.28409744589168273,0.10650710859411502
0,32.35767478813559,1,0,0,7.0491919191919195,0.2815407774577483,0.10506491099535208
0,32.35767478813559,1,0,0,8.038030303030304,0.278995259332969,0.10363055798364645
0,32.35767478813559,1,0,0,9.026868686868687,0.27646098767443006,0.1022042791552768
0,32.35767478813559,1,0,0,10.015707070707071,0.2739380569322398,0.10078630263949707
0,32.35767478813559,1,0,0,11.004545454545456,0.2714265598409684,0.0993768551011423
0,32.35767478813559,1,0,0,11.993383838383838,0.2689265874115161,0.0979761617449133
0,32.35767478813559,1,0,0,12.982222222222223,0.26643822892341185,0.09658444632127688
0,32.35767478813559,1,0,0,13.971060606060608,0.26396157191754105,0.09520193113390607
0,32.35767478813559,1,0,0,14.95989898989899,0.26149670218930443,0.09382883704857005
0,32.35767478813559,1,0,0,15.948737373737375,0.25904370378220626,0.09246538350336836
0,32.35767478813559,1,0,0,16.937575757575758,0.25660265898187284,0.09111178852018696
0,32.35767478813559,1,0,0,17.926414141414142,0.2541736483105005,0.08976826871723409
0,32.35767478813559,1,0,0,18.915252525252527,0.2517567505217322,0.08843503932249343
0,32.35767478813559,1,0,0,19.90409090909091,0.24935204259596366,0.08711231418790952
0,32.35767478813559,1,0,0,20.892929292929292,0.2469595997360756,0.08580030580409409
0,32.35767478813559,1,0,0,21.881767676767677,0.2445794953635934,0.08449922531531552
0,32.35767478813559,1,0,0,22.87060606060606,0.24221180111527277,0.08320928253450242
0,32.35767478813559,1,0,0,23.859444444444446,0.2398565868401091,0.08193068595796035
0,32.35767478813559,1,0,0,24.84828282828283,0.23751392059677018,0.08066364277946363
0,32.35767478813559,1,0,0,25.837121212121215,0.23518386865145033,0.07940835890334656
0,32.35767478813559,1,0,0,26.825959595959596,0.23286649547614474,0.07816503895617459
0,32.35767478813559,1,0,0,27.81479797979798,0.23056186374734172,0.07693388629653167
0,32.35767478813559,1,0,0,28.803636363636365,0.2282700343451315,0.07571510302240954
0,32.35767478813559,1,0,0,29.79247474747475,0.22599106635272864,0.07450888997563264
0,32.35767478813559,1,0,0,30.781313131313134,0.22372501705640788,0.07331544674269508
0,32.35767478813559,1,0,0,31.770151515151515,0.22147194194584816,0.07213497165132571
0,32.35767478813559,1,0,0,32.758989898989896,0.21923189471488533,0.07096766176203341
0,32.35767478813559,1,0,0,33.74782828282828,0.21700492726266923,0.06981371285381592
0,32.35767478813559,1,0,0,34.736666666666665,0.21479108969522298,0.06867331940314488
